directory_name,model,lr,benchmark,task,seed,accuracy,mcc,f1,precision,recall,runtime,epoch
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_tf_3_seed1525/results/NTv2_1e-4_tf_3_seed1525,NTv2,1e-4,GUE,tf_3,1525,0.615,0.2618516817329518,0.5916761323563257,0.6490571809269023,0.615,2.3087,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_mouse_1_seed9/results/NTv2_1e-4_mouse_1_seed9,NTv2,1e-4,GUE,mouse_1,9,0.8545589325426242,0.7091749556971552,0.8545527431650113,0.8546169739631075,0.8545579841874575,12.398,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_tf_1_seed15/results/NTv2_1e-4_tf_1_seed15,NTv2,1e-4,GUE,tf_1,15,0.799,0.604121772721859,0.7979816253735079,0.8051531072546835,0.7989999999999999,1.8305,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_mouse_1_seed1525/results/NTv2_1e-4_mouse_1_seed1525,NTv2,1e-4,GUE,mouse_1,1525,0.864936990363232,0.733541542184782,0.8645969755346432,0.8686212516152525,0.8649295799909897,12.4752,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_tf_2_seed18/results/NTv2_1e-4_tf_2_seed18,NTv2,1e-4,GUE,tf_2,18,0.712,0.42688178783585456,0.711027897848362,0.7148915811154901,0.712,1.8719,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_prom_core_notata_seed7/results/NTv2_1e-4_prom_core_notata_seed7,NTv2,1e-4,GUE,prom_core_notata,7,0.7866968155266629,0.5737354667415299,0.7866100707567276,0.7870772149810262,0.7866584046202318,9.219,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_covid_seed16/results/NTv2-1e-4_covid_seed16,NTv2,1e-4,GUE,covid,16,0.3645287958115183,0.28307143737824975,0.3674806617062828,0.3782061099600478,0.36555162836009025,79.8209,5.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_reconstructed_seed9054/results/NTv2_1e-4_reconstructed_seed9054,NTv2,1e-4,GUE,reconstructed,9054,0.9107847435335379,0.846044568488341,0.9032405183789224,0.9166180368825266,0.8915760286867417,12.0379,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_prom_core_tata_seed7/results/NTv2_1e-4_prom_core_tata_seed7,NTv2,1e-4,GUE,prom_core_tata,7,0.7879282218597063,0.5886574825288109,0.7860785998067219,0.8000265480852193,0.7887391415431784,1.1002,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_prom_300_all_seed44/results/NTv2_1e-4_prom_300_all_seed44,NTv2,1e-4,GUE,prom_300_all,44,0.8972972972972973,0.7951447258055194,0.8972845305485033,0.8977311929217093,0.8974135963110077,12.1218,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_reconstructed_seed6/results/NTv2_1e-4_reconstructed_seed6,NTv2,1e-4,GUE,reconstructed,6,0.9344585708022797,0.8872313335725741,0.9296390664772237,0.939938673092033,0.9203745604353827,9.266,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_mouse_0_seed1525/results/NTv2_1e-4_mouse_0_seed1525,NTv2,1e-4,GUE,mouse_0,1525,0.6753086419753086,0.35225431082235964,0.6745541790983212,0.6769494904740807,0.6753086419753087,1.4754,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_reconstructed_seed3/results/NTv2_1e-4_reconstructed_seed3,NTv2,1e-4,GUE,reconstructed,3,0.9289785181937746,0.8777226006772739,0.9231790137437738,0.937922534349017,0.9106152775791472,9.33,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_mouse_4_seed1525/results/NTv2_1e-4_mouse_4_seed1525,NTv2,1e-4,GUE,mouse_4,1525,0.6086032926181625,0.21789449958608076,0.6080302103795927,0.6092716922804556,0.6086237706194115,4.18,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-5_covid_seed10/results/NTv2-1e-4_covid_seed10,NTv2,1e-4,GUE,covid,10,0.18542757417102967,0.07863227574892225,0.1742165659457404,0.19203383878515123,0.1799792460512609,80.2457,5.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2-500m-ms_1e-4_prom_300_tata_seed99/results/NTv2__1e-4_prom_300_tata_seed99,NTv2,1e-4,GUE,prom_300_tata,99,0.7112561174551386,0.42205843104165075,0.7100214074388845,0.7120710059171598,0.7099925428784489,1.2256,10.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_prom_core_notata_seed1525/results/NTv2_1e-4_prom_core_notata_seed1525,NTv2,1e-4,GUE,prom_core_notata,1525,0.7970604861503674,0.5941260321477814,0.7970548368249432,0.7970730578664526,0.7970529746207659,9.1515,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_mouse_3_seed18/results/NTv2_1e-4_mouse_3_seed18,NTv2,1e-4,GUE,mouse_3,18,0.7280334728033473,0.4567087118821825,0.7277284119389382,0.7288034308211473,0.727906162464986,0.4502,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_covid_seed12/results/NTv2-1e-4_covid_seed12,NTv2,1e-4,GUE,covid,12,0.37532722513089006,0.29648014257748073,0.3754371771464483,0.37735157266263175,0.38032564056147733,79.9751,5.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_mouse_0_seed15/results/NTv2_1e-4_mouse_0_seed15,NTv2,1e-4,GUE,mouse_0,15,0.6790123456790124,0.364855216996863,0.676007975188303,0.6859080289475183,0.6790123456790124,1.4643,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_covid_seed50/results/NTv2-1e-4_covid_seed50,NTv2,1e-4,GUE,covid,50,0.27334205933682376,0.18080144024990133,0.27450756217854183,0.27624287355778804,0.2776771003391297,79.6774,3.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_tf_3_seed7/results/NTv2_1e-4_tf_3_seed7,NTv2,1e-4,GUE,tf_3,7,0.669,0.33811430195435654,0.6689440515447111,0.6691143212811861,0.669,1.7522,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-5_covid_seed3/results/NTv2-1e-4_covid_seed3,NTv2,1e-4,GUE,covid,3,0.18640924956369984,0.07953149625756152,0.17817284788909996,0.19419414255805947,0.1809230892073514,79.8195,5.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_tf_1_seed18/results/NTv2_1e-4_tf_1_seed18,NTv2,1e-4,GUE,tf_1,18,0.792,0.5882507637385276,0.7912484945804897,0.7962662337662337,0.792,1.8055,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_mouse_0_seed18/results/NTv2_1e-4_mouse_0_seed18,NTv2,1e-4,GUE,mouse_0,18,0.6753086419753086,0.3512871941566583,0.6749990464930012,0.6759791921664626,0.6753086419753087,1.5118,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-5_covid_seed8/results/NTv2-1e-4_covid_seed8,NTv2,1e-4,GUE,covid,8,0.1863001745200698,0.07828152674059807,0.1772899167398254,0.20412233207170236,0.17912457569962656,79.9731,5.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2-500m-ms_1e-4_1_seed99/results/NTv2__1e-4_mouse_1_seed99,NTv2,1e-4,GUE,mouse_1,99,0.8206078576723499,0.6447721219421733,0.8201095461658843,0.8241819986084744,0.8206000726584957,4.9814,0.15
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2-500m-ms_1e-4_1_seed99/results/NTv2__1e-4_tf_1_seed99,NTv2,1e-4,GUE,tf_1,99,0.797,0.6019513206898476,0.7956593208037936,0.8050045391247911,0.7969999999999999,0.7485,3.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_tf_3_seed15/results/NTv2_1e-4_tf_3_seed15,NTv2,1e-4,GUE,tf_3,15,0.661,0.3229840163500204,0.6604835955488297,0.6619855199030904,0.661,1.8374,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_prom_core_tata_seed18/results/NTv2_1e-4_prom_core_tata_seed18,NTv2,1e-4,GUE,prom_core_tata,18,0.8564437194127243,0.714878380860873,0.8563332268030255,0.8581528825805348,0.856726920456481,1.1222,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_covid_seed7_epoch30/results/NTv2-1e-4_covid_seed7,NTv2,1e-4,GUE,covid,7,0.5589005235602095,0.502584256445087,0.5606240035224661,0.5655999910399845,0.5598670460190389,77.5887,30.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_prom_300_tata_seed4/results/NTv2_1e-4_prom_300_tata_seed4,NTv2,1e-4,GUE,prom_300_tata,4,0.8890701468189234,0.7854500550087213,0.8889137618590768,0.8946637977407208,0.8907957813998082,0.9675,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_tf_0_seed15/results/NTv2_1e-4_tf_0_seed15,NTv2,1e-4,GUE,tf_0,15,0.772,0.572582094766103,0.7663129929975894,0.801332955190017,0.772,1.8083,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_covid_seed9_epoch30/results/NTv2-1e-4_covid_seed9,NTv2,1e-4,GUE,covid,9,0.5510471204188482,0.4936637408581316,0.5562757319614205,0.5677624983607955,0.5518714659507528,77.6703,30.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_covid_seed1_epoch10/results/NTv2-1e-4_covid_seed1,NTv2,1e-4,GUE,covid,1,0.5020724258289704,0.43817857938041643,0.5037182656967595,0.5083640970061855,0.5033575971426785,77.9622,10.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_tf_3_seed18/results/NTv2_1e-4_tf_3_seed18,NTv2,1e-4,GUE,tf_3,18,0.64,0.30853174990488197,0.6233915681556648,0.6699854298203012,0.64,1.8912,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_reconstructed_seed2/results/NTv2_1e-4_reconstructed_seed2,NTv2,1e-4,GUE,reconstructed,2,0.844585708022797,0.7397906161957356,0.8364714316682308,0.8272950516299287,0.8471235685924562,8.9597,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_mouse_3_seed9/results/NTv2_1e-4_mouse_3_seed9,NTv2,1e-4,GUE,mouse_3,9,0.6820083682008368,0.370823850832347,0.6795342272406493,0.6884860327109568,0.6823879551820728,0.4382,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_tf_4_seed7/results/NTv2_1e-4_tf_4_seed7,NTv2,1e-4,GUE,tf_4,7,0.794,0.5964777409668484,0.7925361349683366,0.8025388566912539,0.794,2.2722,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_tf_2_seed15/results/NTv2_1e-4_tf_2_seed15,NTv2,1e-4,GUE,tf_2,15,0.724,0.459680884672662,0.7204938751701342,0.7358331648810728,0.724,1.7887,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_mouse_0_seed9/results/NTv2_1e-4_mouse_0_seed9,NTv2,1e-4,GUE,mouse_0,9,0.6518518518518519,0.3046561693134196,0.6513076345340083,0.6528058110072945,0.6518518518518519,1.4876,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_prom_core_tata_seed1/results/NTv2_1e-4_prom_core_tata_seed1,NTv2,1e-4,GUE,prom_core_tata,1,0.8809135399673735,0.762232881343952,0.8808323546721418,0.881473976109215,0.8807592403338442,1.1213,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_prom_core_notata_seed15/results/NTv2_1e-4_prom_core_notata_seed15,NTv2,1e-4,GUE,prom_core_notata,15,0.78631995477671,0.5733267355468433,0.7862195705562967,0.7869587913941167,0.7863682482908756,9.75,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_covid_seed9054/results/NTv2_1e-4_covid_seed9054,NTv2,1e-4,GUE,covid,9054,0.1956806282722513,0.09647497163527001,0.15595361606109018,0.26300802486704344,0.1901848596040368,54.3908,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_prom_core_notata_seed18/results/NTv2_1e-4_prom_core_notata_seed18,NTv2,1e-4,GUE,prom_core_notata,18,0.7885811192764274,0.5798634729021113,0.7881442251394783,0.7911902783547985,0.7886786340411462,9.4085,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2-500m-ms_1e-4_reconstructed_seed99/results/NTv2__1e-4_reconstructed_seed99,NTv2,1e-4,GUE,reconstructed,99,0.8303375712406839,0.7176396968655778,0.820901075913731,0.8104513435001334,0.833986290261454,10.8996,5.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_mouse_3_seed1/results/NTv2_1e-4_mouse_3_seed1,NTv2,1e-4,GUE,mouse_3,1,0.7405857740585774,0.4820992651010472,0.7402173913043479,0.7416596283783784,0.7404411764705883,0.4314,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_mouse_3_seed15/results/NTv2_1e-4_mouse_3_seed15,NTv2,1e-4,GUE,mouse_3,15,0.7196652719665272,0.43960767381271987,0.7194884820881142,0.7200350877192983,0.7195728291316527,0.4372,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_reconstructed_seed1/results/NTv2_1e-4_reconstructed_seed1,NTv2,1e-4,GUE,reconstructed,1,0.9276633055677335,0.8756410326015219,0.9219157983960531,0.9317769050123025,0.9135971685139679,9.3424,6.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_mouse_4_seed9/results/NTv2_1e-4_mouse_4_seed9,NTv2,1e-4,GUE,mouse_4,9,0.6144450345193839,0.22951880412644501,0.6139562860047441,0.6150554619409299,0.6144641040046388,3.3646,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_prom_300_notata_seed44/results/NTv2_1e-4_prom_300_notata_seed44,NTv2,1e-4,GUE,prom_300_notata,44,0.9244394196344451,0.8500438415619421,0.9244230936213351,0.9253401273450437,0.924703952274422,11.8255,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_tf_1_seed1525/results/NTv2_1e-4_tf_1_seed1525,NTv2,1e-4,GUE,tf_1,1525,0.804,0.6176412774733092,0.802470330237358,0.8137177200977478,0.804,1.8626,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_reconstructed_seed8/results/NTv2_1e-4_reconstructed_seed8,NTv2,1e-4,GUE,reconstructed,8,0.9281017097764138,0.8764704153772139,0.9213979412387281,0.944012239596436,0.9030807575282683,9.2569,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_prom_core_tata_seed15/results/NTv2_1e-4_prom_core_tata_seed15,NTv2,1e-4,GUE,prom_core_tata,15,0.866231647634584,0.7324794103735206,0.8662028065841868,0.8663099041533546,0.8661695196729688,1.1168,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2-500m-ms_1e-4_prom_300_notata_seed99/results/NTv2__1e-4_prom_300_notata_seed99,NTv2,1e-4,GUE,prom_300_notata,99,0.9233088373845864,0.8467378484223895,0.9233083036734804,0.9233508245877061,0.9233870246085011,10.4617,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_covid_seed17/results/NTv2-1e-4_covid_seed17,NTv2,1e-4,GUE,covid,17,0.37794502617801046,0.2977917495613131,0.3815026035425195,0.3865187730566604,0.3796762189629291,80.3187,5.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_tf_0_seed18/results/NTv2_1e-4_tf_0_seed18,NTv2,1e-4,GUE,tf_0,18,0.777,0.5573824266619589,0.7763233782191128,0.7803927523028646,0.7769999999999999,1.8264,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_tf_2_seed1/results/NTv2_1e-4_tf_2_seed1,NTv2,1e-4,GUE,tf_2,1,0.732,0.46409282784928324,0.7319731973197319,0.7320928371348538,0.732,1.8057,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_covid_seed45/results/NTv2-1e-4_covid_seed45,NTv2,1e-4,GUE,covid,45,0.281304537521815,0.18939941830882256,0.2803678951308416,0.2899623685632369,0.2844337014369969,77.6415,3.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_prom_core_notata_seed1/results/NTv2_1e-4_prom_core_notata_seed1,NTv2,1e-4,GUE,prom_core_notata,1,0.7887695496514038,0.5775989439716024,0.7887476775335883,0.7888471040858339,0.7887518477405017,9.8534,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2-500m-ms_1e-4_covid_seed99/results/NTv2__1e-4_covid_seed99,NTv2,1e-4,GUE,covid,99,0.42855584642233857,0.35524343800247987,0.433847037397767,0.43894478681593996,0.4323265107267841,48.4968,8.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_covid_seed5_epoch10/results/NTv2-1e-4_covid_seed5,NTv2,1e-4,GUE,covid,5,0.537739965095986,0.47883407012749046,0.5400452318419203,0.5436341987133865,0.540158647727727,79.3527,10.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_covid_seed99/results/NTv2_1e-4_covid_seed99,NTv2,1e-4,GUE,covid,99,0.31522687609075045,0.2269832769990833,0.32201061039460904,0.3336037940498527,0.31857445105542254,54.7728,6.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_covid_seed4_epoch30/results/NTv2-1e-4_covid_seed4,NTv2,1e-4,GUE,covid,4,0.5518106457242583,0.4944861653595513,0.553170710899916,0.5563098911728354,0.5532632141766937,80.1908,30.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_prom_300_tata_seed3/results/NTv2_1e-4_prom_300_tata_seed3,NTv2,1e-4,GUE,prom_300_tata,3,0.9265905383360522,0.8533173583461271,0.9264582383568875,0.9271914648212226,0.9261265580057526,0.9795,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_tf_4_seed1525/results/NTv2_1e-4_tf_4_seed1525,NTv2,1e-4,GUE,tf_4,1525,0.784,0.5690251687876113,0.7838054248823941,0.7850260939381775,0.784,2.1222,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_mouse_4_seed15/results/NTv2_1e-4_mouse_4_seed15,NTv2,1e-4,GUE,mouse_4,15,0.592671269251195,0.18555568591106544,0.5924685200730828,0.5928725006104343,0.5926832817777536,3.4161,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_tf_4_seed18/results/NTv2_1e-4_tf_4_seed18,NTv2,1e-4,GUE,tf_4,18,0.789,0.5835835942605102,0.7879906233578065,0.7946105635726781,0.7889999999999999,1.9993,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-5_covid_seed1/results/NTv2-1e-4_covid_seed1,NTv2,1e-4,GUE,covid,1,0.19698952879581152,0.09183370236496591,0.1929760308362937,0.2111272304535443,0.1935560130938194,80.2581,5.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_reconstructed_seed9/results/NTv2_1e-4_reconstructed_seed9,NTv2,1e-4,GUE,reconstructed,9,0.9316089434458571,0.8838217941342924,0.9277072773741949,0.9244086635327644,0.9311865104907229,9.3114,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_reconstructed_seed10/results/NTv2_1e-4_reconstructed_seed10,NTv2,1e-4,GUE,reconstructed,10,0.9197720298114862,0.8619710406306982,0.9120543456040616,0.9367731130082615,0.8924336678539166,9.3142,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-5_covid_seed9/results/NTv2-1e-4_covid_seed9,NTv2,1e-4,GUE,covid,9,0.18488219895287958,0.07722970101656822,0.1722362088215958,0.19398471691293373,0.17787241346070698,79.7925,5.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_mouse_2_seed1/results/NTv2_1e-4_mouse_2_seed1,NTv2,1e-4,GUE,mouse_2,1,0.8292682926829268,0.6603065838601,0.8290394638868205,0.8310406698564593,0.8292682926829269,0.6375,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-5_covid_seed2/results/NTv2-1e-4_covid_seed2,NTv2,1e-4,GUE,covid,2,0.1861910994764398,0.07881922909432325,0.1798103769159546,0.2073560963742182,0.18064452618940904,77.3747,5.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_covid_seed7_epoch10/results/NTv2-1e-4_covid_seed7,NTv2,1e-4,GUE,covid,7,0.5630453752181501,0.5071412199440503,0.5671105316823236,0.5746944505485262,0.563923566148825,79.1598,10.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_covid_seed42/results/NTv2_1e-4_covid_seed42,NTv2,1e-4,GUE,covid,42,0.1456151832460733,0.03766241373906422,0.10439131738989119,0.09431836880475947,0.14401422344532508,49.6502,6.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_covid_seed42/results/NTv2-1e-4_covid_seed42,NTv2,1e-4,GUE,covid,42,0.5786431064572426,0.5246628282813438,0.5814816009382755,0.5882231110428445,0.5797522365854841,119.9032,3.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_mouse_1_seed18/results/NTv2_1e-4_mouse_1_seed18,NTv2,1e-4,GUE,mouse_1,18,0.869236471460341,0.7391267850914621,0.8691776697379212,0.86989373274203,0.8692333473656372,11.9432,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_mouse_2_seed9/results/NTv2_1e-4_mouse_2_seed9,NTv2,1e-4,GUE,mouse_2,9,0.8475609756097561,0.6951736466013723,0.8475553076780069,0.8476126729138778,0.8475609756097561,0.6466,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_tf_4_seed15/results/NTv2_1e-4_tf_4_seed15,NTv2,1e-4,GUE,tf_4,15,0.775,0.5515121130901908,0.7746915527356952,0.776514191713825,0.775,1.8572,4.0
/ocean/projects/bio230026p/lindseyl/TOKENIZATION_FINAL_PAPER/RESULTS/NTv2/GUE/gue_NTv2_1e-4_covid_seed8_epoch30/results/NTv2-1e-4_covid_seed8,NTv2,1e-4,GUE,covid,8,0.5281413612565445,0.4680009439001078,0.5304735582554385,0.5332358823912648,0.5313351354771372,79.9863,30.0
